"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A simple test case for logging and reporting.","1","Sample Logging Test","","Tue Apr 29 14:43:32 MDT 2025","passed","Tue Apr 29 14:43:32 MDT 2025","","test_cases","",""
